Account,Header Code/Type ,Document Number,Date,PO#,Original Invoice Amount,Current Total Open Amount,Acme Customer Number,Ship To Network Number
120,RI,7869434,01/10/2024,Kevin. Nsereko CSC,678.05,.00,583410,
120,RI,7869535,01/10/2024,54756954,905.64,.00,439008,
120,RI,7869537,01/10/2024,54757113,1046.01,.00,439008,
120,RI,7869548,01/10/2024,B01480002082.2D-1259,2281.30,.00,148004,
120,RI,7869664,01/10/2024,VERBAL,141.53,.00,406108,
120,RI,7869709,01/10/2024,4503607649,4730.85,.00,714611,
120,RI,7869765,01/11/2024,060647,187.50,.00,694009,
120,RI,7869856,01/11/2024,B01460012524.Generic,1123.84,.00,146041,
120,RI,7870015,01/11/2024,B04060002543,742.27,.00,406008,
120,RI,7870035,01/11/2024,B04050002724,1974.59,.00,406020,
120,RI,7870036,01/11/2024,B01460012520.Generic,3228.18,.00,146118,
120,RI,7870047,01/11/2024,B07400015671,59.90,.00,775193,
120,RI,7870079,01/11/2024,B01460012523.2D-1270,4870.55,.00,146137,
120,RI,7870090,01/11/2024,DIETARY,984.94,.00,470015,
120,RI,7870093,01/11/2024,dietary,2952.02,.00,692753,
120,RI,7870098,01/11/2024,B04050002726,1181.89,.00,406113,
120,RI,7870119,01/11/2024,Dietary,747.17,.00,820100,
120,RI,7870206,01/11/2024,B04060002546,993.04,.00,406007,
120,RI,7870334,01/11/2024,B01460012533.Generic,915.42,.00,146031,
120,RI,7870354,01/11/2024,B04050002688,57.67,.00,406020,
120,RI,7870355,01/11/2024,B04050002707,29.00,.00,406020,
120,RI,7870365,01/11/2024,B04050002706,238.44,.00,406113,
120,RI,7870429,01/12/2024,NEWTON,211.16,.00,620203,
120,RI,7870434,01/12/2024,3750,551.33,.00,499301,
120,RI,7870467,01/12/2024,JOSH SANTIAGO,54.89,.00,406024,
120,RI,7870484,01/12/2024,ALEX DUNCAN,32.54,.00,406103,
120,RI,7870553,01/12/2024,FEDEX,63.00,.00,461073,
120,RI,7870617,01/12/2024,B04050002727,849.96,.00,406520,
120,RI,7870726,01/12/2024,060813,2602.75,.00,694007,
120,RI,7870800,01/12/2024,Housekeeping,1305.94,.00,820100,
120,RI,7870801,01/12/2024,central supply,596.89,.00,820100,
120,RI,7870861,01/12/2024,060820,1145.85,.00,694007,
120,RI,7870868,01/12/2024,Laundry,482.25,.00,820100,
120,RI,7871074,01/15/2024,KATIE,693.50,.00,406117,
120,RI,7871083,01/15/2024,B04610043210,268.23,.00,461858,
120,RI,7871099,01/15/2024,B01460012553.2D-1270,489.40,.00,146137,
120,RI,7871147,01/15/2024,NEWTON,249.72,.00,620203,
120,RI,7871262,01/15/2024,3131,34.55,.00,499301,
120,RI,7871273,01/15/2024,HOUSEKEEPING,1449.62,.00,583410,
120,RI,7871296,01/15/2024,Housekeeping/Debbie,3112.48,.00,766201,
120,RI,7871297,01/15/2024,Laundry/Debbie,392.15,.00,766201,
120,RI,7871340,01/15/2024,DIETARY,375.22,.00,583410,
120,RI,7871435,01/16/2024,B04050002728,1369.46,.00,406126,
120,RI,7871452,01/16/2024,3130 UNIT,173.69,.00,499301,
120,RI,7871538,01/16/2024,B04050002738,847.25,.00,406106,
120,RI,7871669,01/16/2024,4503609662,4273.39,.00,714611,
120,RI,7871671,01/16/2024,B07400015730,3.96,.00,593482,
120,RI,7871673,01/16/2024,B04050002729,530.35,.00,406119,
120,RI,7871675,01/16/2024,B04050002730,1159.99,.00,406110,
120,RI,7871679,01/16/2024,B04050002732,67.80,.00,406119,
120,RI,7871783,01/16/2024,B04050002734,1231.51,.00,406125,
120,RI,7871827,01/16/2024,4503610298,1380.43,.00,944645,
120,RI,7871847,01/16/2024,B04050002735,1047.55,.00,406024,
120,RI,7871851,01/16/2024,B04050002736,757.08,.00,406115,
120,RI,7871853,01/16/2024,B04050002737,918.38,.00,406107,
120,RI,7871897,01/16/2024,B04050002739,1208.29,.00,406103,
120,RI,7871943,01/16/2024,CANTON011524,762.61,.00,406028,
120,RI,7871951,01/16/2024,B04060002550,1303.08,.00,406015,
120,RI,7871996,01/16/2024,B04050002712,233.81,.00,406119,
120,RI,7871997,01/16/2024,4503606697,167.25,.00,944645,
120,RI,7871998,01/16/2024,B04050002703,238.44,.00,406103,
120,RI,7871999,01/16/2024,B04050002714,238.44,.00,406107,
120,RI,7872000,01/16/2024,B04050002723,238.44,.00,406111,
120,RI,7872005,01/16/2024,B04060002515,231.25,.00,406015,
120,RI,7872087,01/17/2024,NEW AGE,1846.63,.00,241400,
120,RI,7872097,01/17/2024,VERBAL,178.50,.00,716507,
120,RI,7872173,01/17/2024,B04610042821,126.85,.00,367089,
120,RI,7872331,01/17/2024,Dietary,777.09,.00,562931,
120,RI,7872371,01/17/2024,B04050002742,845.63,.00,406112,
120,RI,7872372,01/17/2024,B04050002743,1378.66,.00,406105,
120,RI,7872396,01/17/2024,Kevin. Nsereko CSC,673.28,.00,583410,
120,RI,7872398,01/17/2024,Housekeeping,1579.71,.00,562931,
120,RI,7872399,01/17/2024,Laundry,735.18,.00,562931,
120,RI,7872425,01/17/2024,CENTRAL SUPPLY,586.52,.00,470015,
120,RI,7872426,01/17/2024,LAUNDRY,905.66,.00,470015,
120,RI,7872427,01/17/2024,HOUSEKEEPING,1391.88,.00,470015,
120,RI,7872429,01/17/2024,HOUSEKEEPING,1238.82,.00,692753,
120,RI,7872433,01/17/2024,LAUNDRY,439.47,.00,692753,
120,RI,7872445,01/17/2024,DIETARY,1569.48,.00,515700,
120,RI,7872460,01/17/2024,DIETARY,715.90,.00,583410,
120,RI,7872623,01/17/2024,N/A,46.59,.00,546300,
120,RI,7872624,01/17/2024,Dietary,84.62,.00,562931,
120,RI,7872632,01/17/2024,dietary,207.03,.00,692753,
120,RI,7872639,01/17/2024,Dietary,92.06,.00,820100,
120,RI,7872677,01/18/2024,RICH,233.20,.00,755003,
120,RI,7872707,01/18/2024,B04050002710,74.08,.00,406101,
120,RI,7872708,01/18/2024,B04050002729,75.46,.00,406119,
120,RI,7872709,01/18/2024,B04050002728,75.46,.00,406126,
120,RI,7872710,01/18/2024,0045,167.37,.00,499301,
120,RI,7872711,01/18/2024,ARIANA,167.37,.00,499302,
120,RI,7872735,01/18/2024,MIDDLE SCHOOL,675.12,.00,741439,
120,RI,7872768,01/18/2024,B01460012594.2D-1283,1193.61,.00,146041,
120,RI,7872780,01/18/2024,01172024,2879.60,.00,801002,
120,RI,7872846,01/18/2024,KIES,473.39,.00,582403,
120,RI,7872899,01/18/2024,B01480002105.2D-1249,1189.79,.00,148039,
120,RI,7872901,01/18/2024,B04060002553,771.93,.00,406008,
120,RI,7872905,01/18/2024,B01460012569.2D-1282,14715.13,.00,146118,
120,RI,7872917,01/18/2024,B04060002554,389.10,.00,406005,
120,RI,7872918,01/18/2024,B01480002111.2D-1249,116.85,.00,148039,
120,RI,7872928,01/18/2024,B04050002746,1123.17,.00,406020,
120,RI,7872933,01/18/2024,JAMES,780.48,.00,164369,
120,RI,7872942,01/18/2024,277881,408.30,.00,716030,
120,RI,7872944,01/18/2024,060884,660.80,.00,694009,
120,RI,7872945,01/18/2024,B01480002113.2D-1249,35.70,.00,148039,
120,RI,7872946,01/18/2024,B04060002556,964.38,.00,406006,
120,RI,7872957,01/18/2024,277906,366.31,.00,293280,
120,RI,7872961,01/18/2024,JUSTIN NIELSEN,500.42,.00,311159,
120,RI,7872963,01/18/2024,RICH,636.77,.00,755003,
120,RI,7872964,01/18/2024,B08010046439,953.27,.00,801608,
120,RI,7872969,01/18/2024,277928,654.92,.00,981111,
120,RI,7872993,01/18/2024,DIETARY,1121.61,.00,426644,
120,RI,7873001,01/18/2024,277984,821.47,.00,716340,
120,RI,7873023,01/18/2024,MATAPEAKE,777.20,.00,582403,
120,RI,7873024,01/18/2024,B04050002747,761.66,.00,406113,
120,RI,7873073,01/18/2024,Central Supply,408.52,.00,515700,
120,RI,7873104,01/18/2024,B07400015770,48.96,.00,740185,
120,RI,7873108,01/18/2024,060907,755.70,.00,694016,
120,RI,7873131,01/18/2024,B04060002559,795.34,.00,406007,
120,RI,7873138,01/18/2024,278213,764.64,.00,453409,
120,RI,7873142,01/18/2024,278217,819.23,.00,983262,
120,RI,7873143,01/18/2024,278218,902.18,.00,973960,
120,RI,7873146,01/18/2024,278221,524.45,.00,983838,
120,RI,7873151,01/18/2024,JERRELL,665.65,.00,665979,
120,RI,7873154,01/18/2024,278235,510.16,.00,397700,
120,RI,7873181,01/18/2024,DONNA,176.00,.00,755677,
120,RI,7873233,01/18/2024,278330,645.99,.00,755824,
120,RI,7873249,01/18/2024,278348,501.52,.00,820120,
120,RI,7873252,01/18/2024,B07400015778,98.14,.00,775193,
120,RI,7873295,01/18/2024,060533,195.61,.00,694007,
120,RI,7873296,01/18/2024,263114,447.64,.00,755824,
120,RI,7873305,01/18/2024,B08010046232,158.28,.00,164064,
120,RI,7873317,01/18/2024,B08010044875,96.04,.00,164064,
120,RI,7873318,01/18/2024,B08010045052,162.00,.00,164064,
120,RI,7873319,01/18/2024,B08010046061,250.68,.00,192752,
120,RI,7873324,01/18/2024,DIETARY,114.00,.00,583410,
120,RI,7873343,01/18/2024,DIETARY,65.24,.00,692753,
120,RI,7873351,01/19/2024,PAPER,395.50,.00,406001,
120,RI,7873352,01/19/2024,B04060002528,102.21,.00,406001,
120,RI,7873353,01/19/2024,B04060002528,136.80,.00,406001,
120,RI,7873354,01/19/2024,RICH,147.76,.00,755003,
120,RI,7873358,01/19/2024,B04060002552,81.90,.00,406004,
120,RI,7873406,01/19/2024,01172024,58.97,.00,801002,
120,RI,7873414,01/19/2024,KEIERA,184.78,.00,63331,
120,RI,7873422,01/19/2024,VERBAL,132.99,.00,461922,
120,RI,7873553,01/19/2024,B04050002748,1048.94,.00,406520,
120,RI,7873554,01/19/2024,Dietary,839.80,.00,562931,
120,RI,7873561,01/19/2024,B08010046479,1761.80,.00,918024,
120,RI,7873574,01/19/2024,060923,2084.05,.00,694007,
120,RI,7873592,01/19/2024,278482,510.99,.00,453400,
120,RI,7873611,01/19/2024,278525,549.75,.00,983277,
120,RI,7873612,01/19/2024,OMAR011824,2300.82,.00,766535,
120,RI,7873613,01/19/2024,CHURCH,465.00,.00,766535,
120,RI,7873632,01/19/2024,278560,1312.25,.00,234100,
120,RI,7873640,01/19/2024,MANNIE,1313.54,.00,665979,
120,RI,7873646,01/19/2024,COVID CLEAN,265.56,.00,801650,
120,RI,7873652,01/19/2024,HOUSEKEEPING,167.33,.00,470015,
120,RI,7873655,01/19/2024,CENTRL SUPPLY,675.71,.00,546300,
120,RI,7873659,01/19/2024,RICH,1429.81,.00,755003,
120,RI,7873664,01/19/2024,278611,1052.91,.00,768399,
120,RI,7873665,01/19/2024,278612,595.49,.00,766222,
120,RI,7873688,01/19/2024,Housekeeping,1457.17,.00,820100,
120,RI,7873689,01/19/2024,Laundry,1067.05,.00,820100,
120,RI,7873703,01/19/2024,DONNA MCCANTS,4602.95,.00,755677,
120,RI,7873723,01/19/2024,278725,551.42,.00,716270,
120,RI,7873724,01/19/2024,DIETARY,1100.23,.00,515700,
120,RI,7873753,01/19/2024,278769,1401.56,.00,394810,
120,RI,7873766,01/19/2024,DIETARY,618.61,.00,470015,
120,RI,7873767,01/19/2024,greg,1111.23,.00,656100,
120,RI,7873768,01/19/2024,278791,729.99,.00,453450,
120,RI,7873769,01/19/2024,kristina,1893.65,.00,755004,
120,RI,7873785,01/19/2024,1234567,3653.34,.00,736673,
120,RI,7873787,01/19/2024,dont have one,333.50,.00,665979,
120,RI,7873793,01/19/2024,Dietary,371.05,.00,562931,
120,RI,7873799,01/19/2024,755001,705.91,.00,755001,
120,RI,7873806,01/19/2024,011924,331.50,.00,665979,
120,RI,7873813,01/19/2024,NEWTON,383.16,.00,620203,
120,RI,7873825,01/19/2024,HOUSEKEEPING,1078.01,.00,515700,
120,RI,7873837,01/19/2024,DAVID,236.07,.00,755002,
120,RI,7873849,01/19/2024,B08010046516,6033.62,.00,282718,
120,RI,7873873,01/19/2024,4503612320,529.22,.00,944645,
120,RI,7873887,01/19/2024,GLENN,2026.66,.00,773527,
120,RI,7873915,01/19/2024,JERRELL,1129.08,.00,665979,
120,RI,7873937,01/19/2024,B08010045810,419.52,.00,752880,
120,RI,7873941,01/19/2024,Dietary,114.00,.00,562931,
120,RI,7873944,01/19/2024,B08010045365,444.13,.00,918024,
120,RI,7873965,01/19/2024,B04060002515,87.51,.00,406015,
120,RI,7873986,01/19/2024,B08010046074,265.36,.00,801554,
120,RI,7873987,01/19/2024,B08010046074,26.52,.00,801554,
120,RI,7873988,01/19/2024,HSKP 010924,67.64,.00,801650,
120,RI,7874005,01/22/2024,WILL CALL,121.80,.00,262754,
120,RI,7874035,01/22/2024,KITCHEN,620.01,.00,620203,
120,RI,7874055,01/22/2024,279047,1309.25,.00,324797,
120,RI,7874058,01/22/2024,279056,975.80,.00,324797,
120,RI,7874089,01/22/2024,B08010044379,296.42,.00,801959,
120,RI,7874090,01/22/2024,B08010045044,859.40,.00,801959,
120,RI,7874091,01/22/2024,B08010045386,334.52,.00,801959,
120,RI,7874092,01/22/2024,B08010046206,544.12,.00,801959,
120,RI,7874093,01/22/2024,B08010044379,252.96,.00,801959,
120,RI,7874143,01/22/2024,EASTON MIDDLE,1341.46,.00,755612,
120,RI,7874146,01/22/2024,KENNARD,537.81,.00,582403,
120,RI,7874148,01/22/2024,EASTON ELEM,594.95,.00,755612,
120,RI,7874161,01/22/2024,TILGHAM ELEM,546.14,.00,755612,
120,RI,7874162,01/22/2024,DNR1378088,505.70,.00,463077,
120,RI,7874172,01/22/2024,B07550001100,2620.61,.00,755870,
120,RI,7874177,01/22/2024,279054,1787.83,.00,755005,
120,RI,7874191,01/22/2024,johnsone,564.03,.00,692753,
120,RI,7874195,01/22/2024,B07550001102,850.16,.00,755006,
120,RI,7874198,01/22/2024,ACTIVITIES,422.30,.00,546300,
120,RI,7874205,01/22/2024,RICH,1001.22,.00,755003,
120,RI,7874208,01/22/2024,DIETARY,797.08,.00,546300,
120,RI,7874230,01/22/2024,0044 B02950002371,1061.60,.00,499301,
120,RI,7874235,01/22/2024,TERRELL,191.70,.00,736673,
120,RI,7874254,01/22/2024,GLENN BANK,2197.29,.00,773527,
120,RI,7874259,01/22/2024,B01460012626.2D-1282,835.38,.00,146118,
120,RI,7874269,01/22/2024,RODNEY,2201.11,.00,994262,
120,RI,7874276,01/22/2024,JOANNA,1712.10,.00,755583,
120,RI,7874281,01/22/2024,ARTIS,1332.95,.00,771562,
120,RI,7874282,01/22/2024,greg,1681.64,.00,656100,
120,RI,7874297,01/22/2024,B07550001104,907.58,.00,755872,
120,RI,7874308,01/22/2024,B08010044518,101.85,.00,801608,
120,RI,7874309,01/22/2024,B08010045772,305.55,.00,801608,
120,RI,7874318,01/22/2024,B08010046439,69.90,.00,801608,
120,RI,7874352,01/23/2024,B09150002701,390.75,.00,915376,
120,RI,7874355,01/23/2024,B09150002702,198.67,.00,915727,
120,RI,7874381,01/23/2024,ROBOT,322.32,.00,620203,
120,RI,7874545,01/23/2024,B04050002749,570.06,.00,406119,
120,RI,7874549,01/23/2024,B04050002750,1040.66,.00,406110,
120,RI,7874554,01/23/2024,B04050002751,166.89,.00,406119,
120,RI,7874562,01/23/2024,B04050002752,760.27,.00,406108,
120,RI,7874567,01/23/2024,B04050002733,386.82,.00,406108,
120,RI,7874597,01/23/2024,279398,595.53,.00,755002,
120,RI,7874609,01/23/2024,COVID CLEAN,254.23,.00,801650,
120,RI,7874623,01/23/2024,TGT12224,1291.86,.00,406024,
120,RI,7874632,01/23/2024,279475,514.38,.00,755003,
120,RI,7874652,01/23/2024,VERBAL,650.41,.00,164369,
120,RI,7874655,01/23/2024,B08010046623,2125.02,.00,752880,
120,RI,7874682,01/23/2024,B01460012630.2D-1283,4085.73,.00,146031,
120,RI,7874713,01/23/2024,B04050002754,1295.18,.00,406125,
120,RI,7874715,01/23/2024,B07400015836,45.70,.00,835200,
120,RI,7874720,01/23/2024,B01460012634.2D-1283,571.45,.00,146031,
120,RI,7874723,01/23/2024,B04050002755,656.71,.00,406115,
120,RI,7874748,01/23/2024,DIETARY,377.03,.00,426644,
120,RI,7874771,01/23/2024,B04050002756,1449.17,.00,406107,
120,RI,7874782,01/23/2024,755001,629.24,.00,755001,
120,RI,7874794,01/23/2024,B04060002561,1071.50,.00,406015,
120,RI,7874795,01/23/2024,CANTON012224,992.47,.00,406028,
120,RI,7874796,01/23/2024,111111,591.20,.00,593725,
120,RI,7874809,01/23/2024,DIETARY,704.22,.00,766201,
120,RI,7874816,01/23/2024,279792,1257.32,.00,773527,
120,RI,7874821,01/23/2024,4503613945,571.72,.00,944645,
120,RI,7874863,01/23/2024,279861,628.00,.00,665979,
120,RI,7874895,01/23/2024,B04050002760,1082.75,.00,406111,
120,RI,7874901,01/23/2024,SLADE SCHOOL,2951.79,.00,245176,
120,RI,7874907,01/23/2024,BRAD,1937.84,.00,202000,
120,RI,7874911,01/23/2024,1,768.60,.00,164371,
120,RI,7874922,01/23/2024,B04050002740,34.50,.00,406111,
120,RI,7874926,01/23/2024,B04050002714,70.95,.00,406107,
120,RI,7874931,01/23/2024,B04050002720,146.95,.00,406125,
120,RI,7874936,01/23/2024,B08010046232,21.93,.00,164064,
120,RI,7874938,01/23/2024,SLADE SCHOOL,236.11,.00,245176,
120,RI,7874945,01/23/2024,B08010045810,137.64,.00,752880,
120,RI,7875022,01/24/2024,768399,83.70,.00,768399,
120,RI,7875046,01/24/2024,B04050002757,1072.15,.00,406106,
120,RI,7875122,01/24/2024,ALLPOINTS,178.37,.00,185389,
120,RI,7875167,01/24/2024,DAVID DOYLE,175.22,.00,406101,
120,RI,7875170,01/24/2024,B04050002745,96.76,.00,406111,
120,RI,7875188,01/24/2024,Dietary,893.61,.00,562931,
120,RI,7875198,01/24/2024,279370,1192.99,.00,761100,
120,RI,7875209,01/24/2024,279438,988.13,.00,244841,
120,RI,7875210,01/24/2024,10502006,532.95,.00,294360,
120,RI,7875213,01/24/2024,Dietary,1665.02,.00,820100,
120,RI,7875219,01/24/2024,279567,556.51,.00,274314,
120,RI,7875227,01/24/2024,279604,1272.17,.00,766156,
120,RI,7875230,01/24/2024,Laundry,592.56,.00,562931,
120,RI,7875233,01/24/2024,Dietary,211.47,.00,820100,
120,RI,7875244,01/24/2024,279810,723.67,.00,394380,
120,RI,7875246,01/24/2024,0313,961.18,.00,766140,
120,RI,7875249,01/24/2024,279852,825.04,.00,397700,
120,RI,7875251,01/24/2024,HOUSEKEEPING,1581.54,.00,426644,
120,RI,7875252,01/24/2024,LAUNDRY,529.30,.00,426644,
120,RI,7875253,01/24/2024,MAINTENANCE,1166.32,.00,583410,
120,RI,7875254,01/24/2024,HOUSEKEEPING,5187.35,.00,546300,
120,RI,7875256,01/24/2024,LAUNDRY,1630.02,.00,546300,
120,RI,7875273,01/24/2024,Kevin. Nsereko CSC,740.46,.00,583410,
120,RI,7875277,01/24/2024,B04050002761,1440.37,.00,406103,
120,RI,7875278,01/24/2024,B04050002762,782.34,.00,406112,
120,RI,7875296,01/24/2024,280036,915.52,.00,820126,
120,RI,7875312,01/24/2024,HOUSEKEEPING/NU,174.26,.00,470015,
120,RI,7875317,01/24/2024,LAUNDRY,679.25,.00,470015,
120,RI,7875318,01/24/2024,HOUSEKEEPING,1513.58,.00,470015,
120,RI,7875327,01/24/2024,CENTRAL SUPPLY,361.99,.00,470015,
120,RI,7875366,01/24/2024,B08010046688,1857.22,.00,192752,
120,RI,7875369,01/24/2024,111111,251.14,.00,593725,
120,RI,7875372,01/24/2024,280205,717.36,.00,737280,
120,RI,7875376,01/24/2024,greg,918.19,.00,656100,
120,RI,7875377,01/24/2024,280211,1052.14,.00,737285,
120,RI,7875389,01/24/2024,280229,944.74,.00,973960,
120,RI,7875391,01/24/2024,DIETARY,1205.58,.00,515700,
120,RI,7875402,01/24/2024,280246,1099.42,.00,773527,
120,RI,7875410,01/24/2024,280260,841.78,.00,983244,
120,RI,7875428,01/24/2024,B08010046703,751.48,.00,801294,
120,RI,7875429,01/24/2024,B08010046707,7169.67,.00,282718,
120,RI,7875475,01/24/2024,Dietary,1577.47,.00,562931,
120,RI,7875479,01/24/2024,Nursing/Debbie,205.11,.00,766201,
120,RI,7875481,01/24/2024,housekeeping/Debbie,1873.03,.00,766201,
120,RI,7875497,01/24/2024,280401,666.10,.00,766236,
120,RI,7875499,01/24/2024,SLADE SCHOOL,1035.58,.00,245176,
120,RI,7875503,01/24/2024,280407,343.40,.00,716030,
120,RI,7875504,01/24/2024,N/A,942.17,.00,665979,
120,RI,7875506,01/24/2024,755004,1243.51,.00,755004,
120,RI,7875514,01/24/2024,DIETARY,831.41,.00,583410,
120,RI,7875527,01/24/2024,HOUSEKEEPING,388.69,.00,661995,
120,RI,7875550,01/24/2024,B01480002135.2D-1259,2074.23,.00,148004,
120,RI,7875551,01/24/2024,B04050002763,1108.66,.00,406101,
120,RI,7875556,01/24/2024,755004,272.60,.00,755004,
120,RI,7875563,01/24/2024,B04050002710,3.39,.00,406101,
120,RI,7875567,01/24/2024,B08010046398,165.85,.00,801294,
120,RI,7875574,01/24/2024,B08010046398,189.30,.00,801294,
120,RI,7875585,01/24/2024,HOUSEKEEPING,.40,.00,426644,
120,RI,7875587,01/24/2024,HOUSEKEEPING,212.13,.00,515700,
120,RI,7875594,01/24/2024,GLENN,89.90,.00,773527,
120,RI,7875595,01/24/2024,279792,23.25,.00,773527,
120,RI,7875599,01/24/2024,B01460012506.Generic,.21,.00,146031,
120,RI,7875606,01/24/2024,279475,49.95,.00,755003,
120,RI,7875627,01/25/2024,B04610043586,90.86,.00,793386,
120,RI,7875648,01/25/2024,DINEX,2200.45,.00,766201,
120,RI,7875657,01/25/2024,CARLISLE,84.51,.00,406024,
120,RI,7875662,01/25/2024,B04610043069,52.12,.00,405003,
120,RI,7875667,01/25/2024,280757,185.85,.00,766222,
120,RI,7875668,01/25/2024,DIETARY,64.18,.00,583410,
120,RI,7875669,01/25/2024,060813,195.61,.00,694007,
120,RI,7875670,01/25/2024,060460,195.61,.00,694007,
120,RI,7875671,01/25/2024,275124,.01,.00,716240,
120,RI,7875672,01/25/2024,Dietary,53.16,.00,820100,
120,RI,7875692,01/25/2024,2000912599,713.00,.00,120109,
120,RI,7875693,01/25/2024,2000912670,1387.75,.00,120109,
120,RI,7875694,01/25/2024,2000914354,1304.10,.00,120109,
120,RI,7875695,01/25/2024,2000912574,3410.70,.00,120109,
120,RI,7875696,01/25/2024,2000915698,6637.50,.00,120109,
120,RI,7875716,01/25/2024,B01460012663.2D-1283,1142.55,.00,146041,
120,RI,7875766,01/25/2024,2000869073,3120.75,.00,120109,
120,RI,7875768,01/25/2024,2000914810,273.95,.00,120109,
120,RI,7875801,01/25/2024,DCUNI06246,1289.74,.00,108003,
120,RI,7875819,01/25/2024,B07550001096,1574.23,.00,755874,
120,RI,7875820,01/25/2024,SUDDLERSVILLE MID,846.09,.00,582403,
120,RI,7875831,01/25/2024,B01480002127.2D-1249,1248.06,.00,148039,
120,RI,7875846,01/25/2024,VILLAGE CAFE,1046.28,.00,755869,
120,RI,7875858,01/25/2024,B04060002566,862.35,.00,406005,
120,RI,7875860,01/25/2024,B01460012653.2D-1282,12574.45,.00,146118,
120,RI,7875866,01/25/2024,B07550001107,2519.62,.00,755870,
120,RI,7875869,01/25/2024,280499,3294.24,.00,755677,
120,RI,7875889,01/25/2024,B01460012658.2D-1283,892.63,.00,146031,
120,RI,7875890,01/25/2024,4503614705,3602.03,.00,714611,
120,RI,7875891,01/25/2024,B04050002764,1346.43,.00,406020,
120,RI,7875892,01/25/2024,B04060002567,744.65,.00,406007,
120,RI,7875899,01/25/2024,B01480002138.2D-1249,119.85,.00,148039,
120,RI,7875904,01/25/2024,B01460012662.2D-1282,49.50,.00,146118,
120,RI,7875911,01/25/2024,280575,694.17,.00,755002,
120,RI,7875915,01/25/2024,GRASONVILLE ELEM,188.69,.00,582403,
120,RI,7875916,01/25/2024,280596,910.77,.00,755661,
120,RI,7875919,01/25/2024,280602,589.82,.00,755003,
120,RI,7875933,01/25/2024,111111,315.00,.00,593725,
120,RI,7875939,01/25/2024,280647,1119.89,.00,820116,
120,RI,7875941,01/25/2024,280649,1449.77,.00,716080,
120,RI,7875951,01/25/2024,280664,828.62,.00,737215,
120,RI,7875954,01/25/2024,280672-JUSTIN,677.70,.00,311159,
120,RI,7875956,01/25/2024,B04060002568,944.26,.00,406008,
120,RI,7875970,01/25/2024,280700,664.50,.00,737263,
120,RI,7875988,01/25/2024,B01460012666.2D-1282,179.10,.00,146118,
120,RI,7875992,01/25/2024,280735,733.96,.00,395390,
120,RI,7876004,01/25/2024,B07550001109,301.70,.00,755874,
120,RI,7876015,01/25/2024,DIETARY,691.92,.00,426644,
120,RI,7876016,01/25/2024,HOUSEKEEPING,875.98,.00,546300,
120,RI,7876027,01/25/2024,B04050002765,921.95,.00,406113,
120,RI,7876038,01/25/2024,Central Supply,256.84,.00,515700,
120,RI,7876039,01/25/2024,- None -,911.75,.00,342646,
120,RI,7876043,01/25/2024,280823,1312.05,.00,716050,
120,RI,7876057,01/25/2024,280846,497.09,.00,395970,
120,RI,7876086,01/25/2024,kristina,583.87,.00,755004,
120,RI,7876087,01/25/2024,280894,1138.92,.00,737385,
120,RI,7876091,01/25/2024,280905,1057.86,.00,716210,
120,RI,7876109,01/25/2024,280939,668.00,.00,397700,
